순위,채널명,카테고리,구독자수,조회수,비디오수
640,야식이,음식/요리/레시피,1140000,469430000,1503
639,긱블 Geekble,BJ/인물/연예인,1140000,507620000,590
659,차은우 CHAEUNWOO,미분류,1130000,24720000,18
658,Boing Boing Kids,키즈/어린이,1130000,331040000,7
657,강다니엘 KANGDANIEL,음악/댄스/가수,1130000,220490000,223
656,에버랜드 - EVERLAND,미분류,1130000,420740000,2598
655,Godtuk 턱형,BJ/인물/연예인,1130000,425970000,510
654,신비아파트 공식채널 - Shinbi House,영화/만화/애니,1130000,821300000,2255
653,엠빅뉴스,뉴스/정치/사회,1130000,2742290000,6619
652,Minicar Story,키즈/어린이,1130000,686490000,1896
651,제이제이살롱드핏,취미/라이프,1130000,308540000,734
650,드림텔러(DreamTeller),영화/만화/애니,1130000,206820000,208
666,알간지Alganzi,미분류,1120000,198720000,472
665,CLC 씨엘씨 (Official YouTube Channel),음악/댄스/가수,1120000,282570000,188
664,z a m,TV/방송,1120000,794080000,3167
663,코너Korner,게임,1120000,929390000,980
662,닥터프렌즈,교육/강의,1120000,289320000,910
661,토깽이네,키즈/어린이,1120000,1491730000,2006
660,채널주인 부재중,음식/요리/레시피,1120000,1191350000,1933
677,무니키친MoonyKitchen,미분류,1110000,149930000,442
676,하음쿠킹 Haeum Cooking,미분류,1110000,187110000,77
675,랄로,미분류,1110000,606450000,458
674,꼰대희,미분류,1110000,399470000,381
673,육식맨 YOOXICMAN,미분류,1110000,273730000,220
672,TVCHOSUN JOY,미분류,1110000,872550000,4228
671,주둥이방송,미분류,1110000,633370000,1916
670,입질의추억TV jiminTV,음식/요리/레시피,1110000,494780000,668
669,POYO Music Official,키즈/어린이,1110000,880050000,1844
668,유병재,TV/방송,1110000,268490000,235
667,써니채널 Sunny's Channel,패션/미용,1110000,115100000,211
682,식탁보감,미분류,1100000,135000000,402
681,TNT,해외,1100000,713140000,4926
680,CNBLUE (씨엔블루),음악/댄스/가수,1100000,268800000,244
679,유준호,BJ/인물/연예인,1100000,580150000,1465
678,돼지저금통,게임,1100000,1859490000,4584
692,집밥 korean home cooking,미분류,1090000,488360000,1520
691,크리스 [구 소련여자],BJ/인물/연예인,1090000,192060000,151
690,woojoo우주,키즈/어린이,1090000,361000000,85
689,유키 YOUKI,게임,1090000,275590000,1044
688,PLEDIS ENTERTAINMENT,음악/댄스/가수,1090000,289350000,260
687,fantagio 판타지오,TV/방송,1090000,357750000,319
686,띵픽,TV/방송,1090000,216730000,984
685,재넌Jaenune,게임,1090000,738150000,1173
684,기리TV,게임,1090000,1326160000,2828
683,부읽남TV_내집마련부터건물주까지,주식/경제/부동산,1090000,199250000,1603
701,셜록현준,미분류,1080000,102610000,163
700,KPOP JAMM,미분류,1080000,437040000,2399
699,괴물쥐 유튜브,게임,1080000,1140310000,1449
698,정찬성 Korean Zombie,미분류,1080000,355180000,332
697,MUSIC&NEW 뮤직앤뉴,음악/댄스/가수,1080000,1282660000,9772
696,한국경제TV,뉴스/정치/사회,1080000,311980000,33811
695,CBS 김현정의 뉴스쇼,뉴스/정치/사회,1080000,640860000,14999
694,말왕TV,스포츠/운동,1080000,423010000,1026
693,UPVOTE Entertainment,음악/댄스/가수,1080000,273390000,1382
705,너 진짜 똑똑하다,미분류,1070000,83820000,164
704,TOMONCAR,키즈/어린이,1070000,625720000,501
703,유우키의 일본이야기 YUUKI,미분류,1070000,318240000,290
718,H1GHR MUSIC,음악/댄스/가수,1070000,322420000,661
702,효기심,취미/라이프,1070000,132600000,153
712,연스커플 Yeon's Couple,미분류,1060000,295910000,398
711,샾잉 #ing,미분류,1060000,3061790000,25945
710,뻑가 PPKKa,TV/방송,1060000,989030000,1143
709,Kyunghamin твоя корейская онни,TV/방송,1060000,139590000,439
708,김한용의 MOCAR,자동차,1060000,640900000,2185
707,마이린 TV,키즈/어린이,1060000,863300000,2709
706,딩고 스튜디오 / dingo studio,TV/방송,1060000,426320000,976
720,이영지,미분류,1050000,171350000,44
719,이리오너라,미분류,1050000,152510000,2054
717,MBC every1,음악/댄스/가수,1050000,1396140000,21280
716,친절한 대학,교육/강의,1050000,116990000,804
715,쁘허,게임,1050000,471430000,1369
714,우파푸른하늘Woopa TV,자동차,1050000,673520000,1988
713,잉여맨 유튜브,게임,1050000,1146100000,2866
728,[ASMR]nara_나라,미분류,1040000,195600000,375
727,DinoCore TUBA,영화/만화/애니,1040000,752370000,864
726,DanalEntertainment,음악/댄스/가수,1040000,429750000,12617
725,OH MY GIRL,음악/댄스/가수,1040000,693810000,492
724,뉴스엔·NewsenTV,TV/방송,1040000,411260000,15798
723,V LIVE,TV/방송,1040000,637860000,2821
722,라이징 보이스 | RISING VOICE,음악/댄스/가수,1040000,544520000,4400
721,릴카,게임,1040000,481700000,1132
735,호기! 핑크퐁 - 놀면서 배워요,키즈/어린이,1030000,601100000,1136
734,하하 PD HAHA PD,BJ/인물/연예인,1030000,126480000,298
733,토모토모TomoTomo,미분류,1030000,234670000,208
732,Robot Trains official,키즈/어린이,1030000,775320000,744
731,sankokesl,TV/방송,1030000,9570000,120
730,Action Story,키즈/어린이,1030000,504270000,1899
729,어퍼컷Tube,영화/만화/애니,1030000,174430000,226
736,CIX Official,미분류,1020000,215140000,552
745,Family Kim 패밀리김,미분류,1020000,199530000,316
744,메리니즈부엌Meliniskitchen,미분류,1020000,199260000,260
743,시니어전성시대,미분류,1020000,206120000,516
742,[윤이련]50년 요리비결,미분류,1020000,337440000,533
741,조여사전성시대,미분류,1020000,278080000,780
740,채널A 뉴스TOP10,뉴스/정치/사회,1020000,999080000,22465
739,텔론,게임,1020000,1191680000,4470
738,램램,게임,1020000,992200000,2835
737,볼라이트 BallRight,TV/방송,1020000,5863,1
754,GUCCI,미분류,1010000,289390000,844
753,Bus Car Story,키즈/어린이,1010000,492550000,434
752,바바요 by iHQ,TV/방송,1010000,794770000,7918
751,로보카폴리 TV,키즈/어린이,1010000,671200000,1704
750,Charming Jo 조매력,게임,1010000,415630000,1610
749,디렉터 파이,패션/미용,1010000,169520000,395
748,Sibong AI 시봉 AI,BJ/인물/연예인,1010000,64990000,973
747,U.M.A.우마,BJ/인물/연예인,1010000,273050000,147
746,소녀의행성 Girlsplanet,애완/반려동물,1010000,432140000,606
760,Toy box,키즈/어린이,1000000,192690000,391
759,꽉잡아윤기-Kwakyoongy,미분류,1000000,291870000,822
758,MTN 머니투데이방송,뉴스/정치/사회,1000000,1358050000,73697
757,KBS Joy,TV/방송,1000000,2001940000,15644
756,범석TV,게임,1000000,834130000,1950
761,T1,게임,1000000,341040000,2852
755,맛있는 녀석들 (Tasty Guys),음식/요리/레시피,1000000,1363340000,4694
762,공부의신 강성태,교육/강의,990000,323660000,2881
763,내가조우남,BJ/인물/연예인,990000,447560000,1228
764,삼대장 Samdaejang,음식/요리/레시피,990000,657110000,1514
765,과학드림 [Science Dream],미분류,990000,210780000,154
768,집나간아들 Runaway Son,미분류,990000,459680000,1028
767,SF9,음악/댄스/가수,990000,118770000,566
766,GCL 지씨엘,게임,990000,340530000,413
769,지식해적단,미분류,990000,129960000,177
770,YG TREASURE BOX,TV/방송,980000,304550000,496
772,슛뚜sueddu,BJ/인물/연예인,980000,57430000,278
774,오늘의 주우재,미분류,980000,163910000,414
773,deemd 딤디,미분류,980000,129020000,215
771,New k-pop 뉴케이팝,음악/댄스/가수,980000,10000,30
778,BIBI,미분류,980000,412340000,63
775,탁주 쪼꼬,게임,980000,2433480000,2753
777,채꾸똥꾸 (Cherry & Dong),미분류,980000,338060000,306
776,밍꼬발랄Mingggo,TV/방송,980000,1488460000,851
779,미미미누,교육/강의,980000,425970000,847
780,킴성태TV,게임,970000,861920000,2101
781,덕출 : DCTVGO,TV/방송,970000,404320000,767
783,드래곤디🎵 | 키즈 율동 동요,키즈/어린이,970000,787690000,1149
782,MAXIM KOREA,TV/방송,970000,279210000,1409
785,판타스틱  패밀리,키즈/어린이,970000,172770000,6
784,JoyKids,키즈/어린이,970000,570380000,290
810,HWASA,미분류,960000,242960000,32
786,건나물TV,미분류,960000,436360000,833
787,Dorami,게임,960000,251510000,1230
788,ZEROBASEONE,미분류,960000,79940000,151
789,1분만,미분류,960000,616160000,1200
790,VOGUE Taiwan,미분류,960000,332010000,7685
805,ootb STUDIO,미분류,960000,394890000,216
791,Yummy Waffle 야미와플,미분류,950000,1102340000,399
792,토킹톰앤프렌즈,영화/만화/애니,950000,366730000,342
793,라이브 아카데미,교육/강의,950000,101350000,1143
794,얌무YAMMoo,음식/요리/레시피,950000,201510000,565
796,법륜스님의 희망세상만들기,교육/강의,950000,472730000,990
795,Zaty Farhani,TV/방송,950000,1220230000,2781
798,PARK JIHOON Official,음악/댄스/가수,950000,66980000,331
797,허미노MINO,음식/요리/레시피,950000,412830000,2105
800,ColorMonsters Toy,취미/라이프,950000,548960000,1040
799,ALiEN,음악/댄스/가수,950000,214250000,398
801,Pink Ping World,키즈/어린이,940000,312070000,480
802,Saerom Min개코의 오픈스튜디오,패션/미용,940000,158410000,267
803,츄팝,취미/라이프,940000,468610000,478
806,달리 [SBS DALI],미분류,940000,442880000,665
804,EBS 컬렉션 - 라이프스타일,국내/해외/여행,940000,636140000,3720
807,신나TV,키즈/어린이,940000,10000,14
809,이라이라경 ravely,TV/방송,940000,481110000,625
808,LJ Dance,음악/댄스/가수,940000,173460000,3088
813,베이비버스 장난감 친구들!,키즈/어린이,940000,353840000,355
812,the BOB studio | 더 밥 스튜디오,음식/요리/레시피,940000,246780000,1196
811,팩트TV NEWS,뉴스/정치/사회,940000,375930000,7794
815,배꼽빌라,TV/방송,930000,406940000,692
814,액션홍구,게임,930000,695040000,3426
816,구불,영화/만화/애니,930000,334320000,341
817,과나gwana,미분류,930000,270160000,176
818,소근부부 S.K.Couple,BJ/인물/연예인,930000,384060000,522
819,띠미 ddimmi,BJ/인물/연예인,930000,501070000,1008
820,wondergirls,음악/댄스/가수,930000,536410000,217
822,디스패치 / Dispatch,TV/방송,930000,203790000,8915
821,고성국TV,뉴스/정치/사회,930000,299170000,4956
823,집나간햄지 Wandering Hamzy,미분류,920000,78940000,149
825,빵먹다살찐떡,미분류,920000,1144140000,708
824,희철리즘Heechulism,취미/라이프,920000,241540000,362
826,LCK,게임,920000,1170280000,7823
827,푸먹_foomuk,미분류,920000,482080000,66
829,직업의모든것,미분류,920000,467520000,448
828,히스토리,TV/방송,920000,683750000,2551
831,김왼팔,게임,920000,732520000,2893
830,TongTongCulture,TV/방송,920000,677890000,12992
832,다흑,애완/반려동물,910000,663120000,2908
834,안될과학 Unrealscience,IT/기술/컴퓨터,910000,159020000,920
833,STUDIO LICO,영화/만화/애니,910000,154600000,303
836,KBS Entertain: 깔깔티비,TV/방송,910000,1575550000,6990
835,메카드 - MECARD OFFICIAL,키즈/어린이,910000,789120000,1637
837,장범준,음악/댄스/가수,910000,585880000,504
840,끼룩푸드 seagull food,국내/해외/여행,910000,633640000,718
839,BRUSH,미분류,910000,433670000,455
838,Soy ASMR,취미/라이프,910000,205770000,607
841,밀라논나 Milanonna,미분류,900000,80100000,109
842,815머니톡,미분류,900000,379990000,6730
844,스브스뉴스 SUBUSUNEWS,뉴스/정치/사회,900000,1209190000,3867
843,PianiCast - 피아니캐스트,음악/댄스/가수,900000,294290000,112
848,프응TV,미분류,900000,284370000,278
846,람다람 RAMDARAM,영화/만화/애니,900000,128770000,128
845,성수커플 - S.S Couple,BJ/인물/연예인,900000,0,0
847,냥이아빠,애완/반려동물,900000,421410000,766
849,웅이woongei,미분류,900000,419860000,593
850,missA,음악/댄스/가수,900000,435830000,49
851,Healing Meditation,음악/댄스/가수,900000,124070000,423
852,leeminho film,미분류,890000,16360000,22
853,HYOLYN 효린,음악/댄스/가수,890000,317450000,279
855,Sophie Kim _하은,국내/해외/여행,890000,29710000,130
854,소프,음식/요리/레시피,890000,363660000,1593
856,Megan Moon,TV/방송,890000,154000000,564
858,버섯도리,키즈/어린이,890000,1237130000,1005
859,재밌는 거 올라온다,미분류,890000,398980000,248
857,고고다이노,키즈/어린이,890000,721820000,1061
860,1분과학,IT/기술/컴퓨터,880000,90830000,78
863,우가놀이 WOOGA play,키즈/어린이,880000,396760000,446
862,여수MBC Music+(Kpop&Trot),뉴스/정치/사회,880000,554990000,16658
861,Dana ASMR,취미/라이프,880000,318820000,255
864,TAEYONG,미분류,880000,12700000,20
865,연합뉴스 Yonhapnews,뉴스/정치/사회,880000,2421360000,37941
866,이연LEEYEON,취미/라이프,880000,81440000,347
867,성제준,뉴스/정치/사회,880000,436120000,2547
869,코미꼬,TV/방송,880000,362280000,749
871,코믹마트,미분류,870000,645330000,993
870,Boram Tube Friends,키즈/어린이,870000,7360000,73
868,김달,TV/방송,870000,383780000,869
872,군림보,게임,870000,782180000,5489
874,진정부부,국내/해외/여행,870000,369180000,358
873,교양만두,미분류,870000,299080000,283
876,LarvaKIDS TUBA,키즈/어린이,870000,634940000,538
875,하나키키 Hanakiki,TV/방송,870000,376430000,942
879,롤롤라임[lollolraim],키즈/어린이,860000,92920000,127
878,타임스낵,TV/방송,860000,327790000,335
877,전옥현 안보정론TV,뉴스/정치/사회,860000,290240000,3337
881,지피티,미분류,860000,338810000,1075
880,풍자테레비,BJ/인물/연예인,860000,346450000,1372
884,VIVINOS,미분류,860000,116290000,44
883,윤쨔미 YoonCharmi,패션/미용,860000,247000000,378
882,랭킹스쿨,미분류,860000,574060000,997
885,서담 seodam,음식/요리/레시피,860000,193030000,418
888,복지마블TV [Welfare Marble],미분류,860000,127330000,630
887,MBC WORLD,음악/댄스/가수,860000,655580000,5189
886,남순 NS,BJ/인물/연예인,860000,967910000,3676
889,빨강도깨비,영화/만화/애니,860000,365730000,359
891,유 퀴즈 온 더 튜브,미분류,860000,542700000,4516
890,(MUTUBE)와꾸대장봉준,BJ/인물/연예인,860000,961040000,7808
892,CookieRun: Kingdom,미분류,860000,112870000,305
896,밍모,게임,850000,660390000,2666
897,조충현,미분류,850000,346850000,723
895,HEADLINER,음악/댄스/가수,850000,227870000,210
894,동심파괴,교육/강의,850000,388020000,770
893,울산큰고래 박성주,게임,850000,750140000,3707
899,말랑이랑 with a malang,키즈/어린이,850000,566810000,713
898,머독방송,게임,850000,993580000,11879
900,HOLLAND,음악/댄스/가수,850000,32610000,38
902,쿡피아 Cookpia,미분류,850000,159370000,288
901,TVING,미분류,850000,1369400000,7937
904,스튜디오 룰루랄라 디랩 - SLLDLAB,TV/방송,850000,370940000,1398
903,펜앤드마이크TV,뉴스/정치/사회,850000,167130000,2107
906,공구왕황부장,취미/라이프,840000,261000000,640
905,Mimine Miniature 미미네 미니어처,취미/라이프,840000,182610000,188
908,JUNTV,미분류,840000,77160000,315
907,정라레_Lifestyle Doctor,미분류,840000,160490000,583
911,인생84,미분류,840000,93930000,125
910,라이프타임,TV/방송,840000,362520000,2162
909,이재명,뉴스/정치/사회,840000,187330000,2333
913,OFFICIAL EPIK HIGH,음악/댄스/가수,840000,450170000,260
912,영자씨의 부엌Young-Ja's Kitchen,음식/요리/레시피,840000,259120000,1587
914,ROKSEAL,미분류,840000,144190000,229
915,CU [씨유튜브],미분류,830000,233260000,659
916,Jella젤라,패션/미용,830000,67000000,242
918,MBC PD수첩,뉴스/정치/사회,830000,396650000,2585
917,달려라치킨 Dalchi,취미/라이프,830000,223210000,682
919,빨간내복야코,미분류,830000,670630000,307
922,무비콘 애니,영화/만화/애니,830000,317810000,939
921,TSENT2008,음악/댄스/가수,830000,396930000,445
920,[공식] 새날,뉴스/정치/사회,830000,702140000,8859
925,Enjoy Toys Shin,키즈/어린이,830000,375290000,247
924,smile -wA-,TV/방송,830000,521660000,5423
923,UNA 유나,패션/미용,830000,72800000,181
926,k,TV/방송,830000,0,0
928,미션 파서블,미분류,820000,176220000,229
927,이봉규TV,뉴스/정치/사회,820000,558710000,8242
930,• m i n a m o c h i •,음악/댄스/가수,820000,365910000,102
929,뽐뽐뽐,음식/요리/레시피,820000,88150000,331
931,로봇알포 ARPO The Robot,키즈/어린이,820000,315790000,627
932,전인구경제연구소,주식/경제/부동산,820000,123510000,1139
974,도영도영이,패션/미용,820000,72430000,207
933,조나단,미분류,820000,152980000,212
935,VICTON 빅톤,음악/댄스/가수,810000,241700000,984
942,애니한TV AnnieHanTV,키즈/어린이,810000,891030000,1899
934,김성회의 G식백과,게임,810000,241310000,436
936,테드TV,게임,810000,854260000,2841
938,놀면서 배우는 심리학,미분류,810000,119650000,463
937,ToyCheff,키즈/어린이,810000,406650000,467
940,PinkFongFongToys [핑크퐁퐁토이즈],키즈/어린이,810000,200000,1
939,청정구역,미분류,810000,411720000,1044
941,SMP FLOOR,미분류,810000,133430000,288
944,천재견 사월이sawol,미분류,810000,222330000,207
943,트래블튜브,TV/방송,810000,730670000,1611
945,임한올 Hanol Rim,미분류,810000,121540000,169
946,수탉,게임,810000,499340000,1711
947,THE NEW SIX (TNX),미분류,810000,86440000,470
949,Troom Troom Kr,키즈/어린이,810000,557300000,2598
948,JK 아트사커 온라인,스포츠/운동,810000,670320000,733
950,깨방정,미분류,810000,364030000,498
951,Jenny Yun,음악/댄스/가수,810000,129890000,582
952,잠골버스,미분류,800000,228860000,501
955,ZombieDumb,키즈/어린이,800000,430390000,816
954,카카오프렌즈 KAKAO FRIENDS,미분류,800000,467570000,562
953,순자엄마,미분류,800000,406980000,650
957,ZICO,미분류,800000,428880000,138
956,속삭이는몽자,애완/반려동물,800000,237450000,567
959,KBS역사저널 그날,TV/방송,800000,345760000,3403
958,가로세로연구소,뉴스/정치/사회,800000,23830000,392
962,Ace Art 에이스 아트,키즈/어린이,800000,414270000,900
961,Sechi,영화/만화/애니,800000,295660000,385
960,areumsongee아름송이,패션/미용,800000,79270000,270
964,당신이 몰랐던 이야기,미분류,800000,223010000,539
963,어썸코리아 Awesome Korea,미분류,800000,637620000,1257
966,Jin & Juice,미분류,790000,191150000,303
965,TOP MEDIA,미분류,790000,232830000,553
969,김지윤의 지식Play,미분류,790000,70770000,212
968,DAWN,미분류,790000,77610000,52
967,키미 Kimi,음식/요리/레시피,790000,58210000,76
970,DKDKTV,음악/댄스/가수,790000,208560000,1412
973,옆집언니 최실장 stylist unnie,미분류,790000,148750000,684
971,찬우살이,TV/방송,790000,33540000,196
972,두치와뿌꾸,게임,790000,1643120000,14940
975,Heejoo 희주,패션/미용,790000,23030000,127
976,마재TV,게임,790000,568360000,3586
977,연다,게임,790000,642920000,2407
978,핫챌린지,TV/방송,790000,54430000,52
979,국방TV,뉴스/정치/사회,780000,835410000,13072
982,밉지않은 관종언니,미분류,780000,240910000,334
981,쿠쿠크루 - Cuckoo Crew,BJ/인물/연예인,780000,549520000,884
980,sissel,미분류,780000,32150000,258
984,핫소스,미분류,780000,385150000,308
983,EBS 컬렉션 - 사이언스,애완/반려동물,780000,308320000,1825
985,원지의하루,국내/해외/여행,780000,146100000,351
986,CL,음악/댄스/가수,780000,66200000,5
987,휴먼스토리,미분류,780000,276300000,300
988,BRANDNEW MUSIC,음악/댄스/가수,780000,433250000,1488
989,MBC 미스터리 : 심야괴담회 X 서프라이즈,TV/방송,780000,437980000,3174
991,하알라,미분류,770000,273430000,368
990,123 GO! Korean,미분류,770000,312370000,565
993,성창경TV,미분류,770000,1211400000,18454
992,제이제이,TV/방송,770000,271230000,734
996,시사포커스TV,뉴스/정치/사회,770000,1079110000,45811
995,꾸삐KUPI,키즈/어린이,770000,576320000,999
994,솜이네 곰이탱이여우,애완/반려동물,770000,531880000,1806
1000,빅페이스 BIGFACE,미분류,770000,184320000,143
999,tweety 트위티,TV/방송,770000,152420000,275
998,UTZI웃지,영화/만화/애니,770000,6500000,13
997,뉴스데일리베스트,뉴스/정치/사회,770000,248950000,2964
